Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Phuentsholing,63920.49,63.92
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Rinchending,64000.95,64
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Pasakha,64054.59,64.05
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Chimakothi,65326.28,65.33
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Chubachu,65789.94,65.79
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Paro Shaba,65782.25,65.78
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Haa,66505.88,66.51
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Wangdue Zero Point,66051.79,66.05
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Beychu,66275.29,66.28
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Samtse Checkpost,63481.07,63.48
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Sipsoo,65067.94,65.07
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Pagli,63538.78,63.54
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Gedu,64916.19,64.92
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Mitsina,65962.39,65.96
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Khuruthang,66029.96,66.03
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Gasa,67293.03,67.29
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Dorokha,64723.09,64.72
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Langdru (Khasadrapchu),65637.96,65.64
