Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-10-01,Samdrup Jongkhar,48489.87,48.49
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-10-01,Nganglam,48489.87,48.49
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-10-01,Wamrong,49732.15,49.73
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-10-01,Trashigang,50160.16,50.16
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-10-01,Trashiyangtse,50918.68,50.92
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-10-01,Mongar,51138.73,51.14
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-10-01,Gyelposing,51239.12,51.24
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-10-01,Kanglung,50211.67,50.21
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-10-01,Pemagatshel,49651.57,49.65
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-10-01,Lhuntse,51715.48,51.72
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-10-01,Jomotsangkha,47150.35,47.15
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-10-01,Autsho,51387.43,51.39
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-10-01,Doksum,50421.84,50.42
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-10-01,Bhangtar,49097.79,49.1
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-10-01,Rangjung,50396.14,50.4
