Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-08-01,Samdrup Jongkhar Gate,52324.67,52.32
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-08-01,Nganglam Potonala,52324.67,52.32
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-08-01,Wamrong,53741.32,53.74
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-08-01,Trashigang,54024.78,54.02
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-08-01,Trashiyangtse,54917.92,54.92
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-08-01,Mongar,55083.92,55.08
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-08-01,Gyelposing,55076.19,55.08
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-08-01,Kanglung,54197.44,54.2
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-08-01,Pemagatshel,53617.05,53.62
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-08-01,Lhuntse,55614.89,55.61
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-08-01,Jomotsangkha,52324.67,52.32
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-08-01,Autsho,55261.99,55.26
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-08-01,Doksum,54305.11,54.31
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-08-01,Bhangtar,52932.59,52.93
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-08-01,Rangjung,54301.77,54.3
