Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-01-16,Phuentsholing,63229.07,63.23
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-01-16,Rinchending,63300.17,63.3
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-01-16,Pasakha,63363.17,63.36
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-01-16,Chimakothi,64838.74,64.84
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-01-16,Lungtenzampa,65131.8,65.13
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-01-16,Paro Town,65297.99,65.3
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-01-16,Haa,66096.77,66.1
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-01-16,Bajo Town,65456.66,65.46
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-01-16,Beychu,65680.16,65.68
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-01-16,Samtse Town,63788.25,63.79
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-01-16,Sipsoo,64399.31,64.4
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-01-16,Gomtu,63620.08,63.62
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-01-16,Gedu,64432.35,64.43
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-01-16,Lobesa,65349.65,65.35
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-01-16,Khuruthang,65430.11,65.43
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-01-16,Gasa,66867.7,66.87
