Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-01-01,Phuentsholing,56678.45,56.68
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-01-01,Rinchending,56758.91,56.76
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-01-01,Pasakha,56812.55,56.81
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-01-01,Chimakothi,58020.78,58.02
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-01-01,Chubachu,58488.65,58.49
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-01-01,Paro Shaba,58475.73,58.48
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-01-01,Haa,59175.97,59.18
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-01-01,Wangdue Zero Point,58779.77,58.78
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-01-01,Beychu,59003.27,59
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-01-01,Samtse Checkpost,56239.01,56.24
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-01-01,Sipsoo,57818.8,57.82
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-01-01,Pagli,56296.72,56.3
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-01-01,Gedu,57609.54,57.61
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-01-01,Mitsina,58690.37,58.69
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-01-01,Khuruthang,58759.41,58.76
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-01-01,Gasa,59968.17,59.97
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-01-01,Dorokha,57450.69,57.45
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-01-01,Langdru (Khasadrapchu),58336.67,58.34
