Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-10-16,Samdrup Jongkhar Gate,53104.18,53.1
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-10-16,Nganglam Potonala,53149.22,53.15
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-10-16,Wamrong,54528.92,54.53
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-10-16,Trashigang,54805.68,54.81
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-10-16,Trashiyangtse,55705.06,55.71
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-10-16,Mongar,55868.55,55.87
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-10-16,Gyelposing,55855.81,55.86
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-10-16,Kanglung,54983.95,54.98
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-10-16,Pemagatshel,54402.62,54.4
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-10-16,Lhuntse,56397.4,56.4
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-10-16,Jomotsangkha,53104.18,53.1
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-10-16,Autsho,56043.34,56.04
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-10-16,Doksum,55086.86,55.09
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-10-16,Bhangtar,53712.1,53.71
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2020-10-16,Rangjung,55084.57,55.08
