Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Phuentsholing,39736.67,39.74
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Rinchending,39817.13,39.82
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Pasakha,39870.77,39.87
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Chimakothi,40930.55,40.93
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Lungtenzampa,41408.29,41.41
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Paro Town,41383.1,41.38
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Haa,42028.62,42.03
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Bajo Town,41767.88,41.77
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Beychu,41991.38,41.99
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Samtse Town,39638.12,39.64
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Sipsoo,40860.43,40.86
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Gomtu,39597.06,39.6
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Gedu,40516.61,40.52
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Lobesa,41670.49,41.67
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Khuruthang,41750.95,41.75
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Gasa,42832.63,42.83
