Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-01-15,Samdrup Jongkhar,58473.85,58.47
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-01-15,Nganglam,58473.85,58.47
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-01-15,Wamrong,59790.31,59.79
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-01-15,Trashigang,60156.83,60.16
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-01-15,Trashiyangtse,60972.62,60.97
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-01-15,Mongar,61169.67,61.17
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-01-15,Gyelposing,61224.07,61.22
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-01-15,Kanglung,60259.88,60.26
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-01-15,Pemagatshel,59691.14,59.69
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-01-15,Lhuntse,61726.94,61.73
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-01-15,Jomotsangkha,59414.48,59.41
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-01-15,Autsho,61388.32,61.39
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-01-15,Doksum,60426.44,60.43
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-01-15,Bhangtar,59201.66,59.2
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-01-15,Rangjung,60410.25,60.41
