Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-10-16,Gelephu Town,48148.59,48.15
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-10-16,Sarpang,48208.83,48.21
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-10-16,Dagapela,49739.05,49.74
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-10-16,Tsirang,49245.71,49.25
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-10-16,Zhemgang,52341.94,52.34
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-10-16,Trongsa,51332.75,51.33
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-10-16,Bumthang,51691,51.69
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-10-16,Dagana,50205.79,50.21
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-10-16,Lhamoizingkha,51382.32,51.38
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-10-16,Dangdung,51535.43,51.54
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-10-16,Panbang,49701.12,49.7
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-10-16,Tingtibi,49876.86,49.88
