Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-12-01,Gelephu Forest Checkpost,53524.22,53.52
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-12-01,Sarpang,53877.32,53.88
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-12-01,Dagapela,55251.86,55.25
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-12-01,Tsirang,54776.74,54.78
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-12-01,Zhemgang,55479.86,55.48
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-12-01,Trongsa,56446.35,56.45
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-12-01,Bumthang,57329.53,57.33
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-12-01,Dagana,55753.02,55.75
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-12-01,Lhamoizingkha,54531.96,54.53
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-12-01,Dangdung,56990.67,56.99
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-12-01,Panbang,55076.75,55.08
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-12-01,Tingtibi,54717.85,54.72
