Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-09-01,Phuentsholing,53509.44,53.51
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-09-01,Rinchending,53589.9,53.59
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-09-01,Pasakha,53643.54,53.64
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-09-01,Chimakothi,54824,54.82
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-09-01,Lungtenzampa,55293.72,55.29
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-09-01,Paro Town,55278.5,55.28
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-09-01,Haa,55968.51,55.97
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-09-01,Bajo Town,55597.65,55.6
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-09-01,Beychu,55821.15,55.82
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-09-01,Samtse Town,53409.59,53.41
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-09-01,Sipsoo,54646.69,54.65
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-09-01,Gomtu,53369.2,53.37
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-09-01,Gedu,54412.26,54.41
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-09-01,Lobesa,55497.47,55.5
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-09-01,Khuruthang,55577.93,55.58
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-09-01,Gasa,56762.91,56.76
