Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-02-01,Gelephu Forest Checkpost,56763.57,56.76
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-02-01,Sarpang,57095.38,57.1
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-02-01,Dagapela,58400.4,58.4
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-02-01,Tsirang,57913.22,57.91
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-02-01,Zhemgang,58602.65,58.6
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-02-01,Trongsa,59575.09,59.58
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-02-01,Bumthang,60394.85,60.39
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-02-01,Dagana,58878.78,58.88
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-02-01,Lhamoizingkha,57769.82,57.77
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-02-01,Dangdung,60177.32,60.18
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-02-01,Panbang,58316.1,58.32
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-02-01,Tingtibi,57929.36,57.93
