Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-02-16,Samdrup Jongkhar Gate,53729.59,53.73
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-02-16,Nganglam Potonala,54168.13,54.17
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-02-16,Wamrong,55010.8,55.01
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-02-16,Trashigang,55406.54,55.41
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-02-16,Trashiyangtse,56195.12,56.2
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-02-16,Mongar,56403.1,56.4
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-02-16,Gyelposing,56479.35,56.48
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-02-16,Kanglung,55485.1,55.49
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-02-16,Pemagatshel,54920.47,54.92
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-02-16,Lhuntse,56969.62,56.97
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-02-16,Jomotsangkha,53729.59,53.73
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-02-16,Autsho,56636.02,56.64
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-02-16,Doksum,55672.38,55.67
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-02-16,Bhangtar,54447.6,54.45
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-02-16,Rangjung,55651.68,55.65
