Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-01-15,Gelephu Forest Checkpost,58053.71,58.05
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-01-15,Sarpang,58414.79,58.41
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-01-15,Dagapela,59815.4,59.82
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-01-15,Tsirang,59344.8,59.34
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-01-15,Zhemgang,60053.06,60.05
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-01-15,Trongsa,61017.32,61.02
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-01-15,Bumthang,61924.27,61.92
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-01-15,Dagana,60325.1,60.33
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-01-15,Lhamoizingkha,64056.19,64.06
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-01-15,Dangdung,61539.92,61.54
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-01-15,Panbang,59606.24,59.61
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-01-15,Tingtibi,59257.77,59.26
