Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-01-01,Samdrup Jongkhar,54919.41,54.92
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-01-01,Nganglam,54919.41,54.92
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-01-01,Wamrong,56209.46,56.21
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-01-01,Trashigang,56597.87,56.6
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-01-01,Trashiyangtse,57393.27,57.39
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-01-01,Mongar,57598.52,57.6
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-01-01,Gyelposing,57669.28,57.67
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-01-01,Kanglung,56682.57,56.68
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-01-01,Pemagatshel,56116.91,56.12
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-01-01,Lhuntse,58162.72,58.16
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-01-01,Jomotsangkha,53630.35,53.63
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-01-01,Autsho,57827.86,57.83
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-01-01,Doksum,56864.66,56.86
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-01-01,Bhangtar,55527.33,55.53
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-01-01,Rangjung,56845.09,56.85
