Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Phuentsholing,47236,47.24
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Rinchending,47307.1,47.31
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Pasakha,47370.1,47.37
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Chimakothi,48649.95,48.65
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Lungtenzampa,48956.02,48.96
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Paro Town,49106.05,49.11
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Haa,49832.69,49.83
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Bajo Town,49371.15,49.37
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Beychu,49594.65,49.59
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Samtse Town,47137.2,47.14
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Sipsoo,48384.36,48.38
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Gomtu,47096.05,47.1
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Gedu,48240.01,48.24
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Lobesa,49268.67,49.27
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Khuruthang,49349.13,49.35
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-05-16,Gasa,50619.19,50.62
