Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-07-16,Gelephu Forest Checkpost,51647.58,51.65
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-07-16,Sarpang,51997.37,52
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-07-16,Dagapela,53361.11,53.36
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-07-16,Tsirang,52884.11,52.88
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-07-16,Zhemgang,53585.11,53.59
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-07-16,Trongsa,54552.53,54.55
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-07-16,Bumthang,55425.85,55.43
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-07-16,Dagana,53858.73,53.86
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-07-16,Lhamoizingkha,52655.09,52.66
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-07-16,Dangdung,55105.84,55.11
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-07-16,Panbang,53200.11,53.2
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-07-16,Tingtibi,52836.88,52.84
