Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-07-01,Phuentsholing,53425.01,53.43
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-07-01,Rinchending,53505.47,53.51
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-07-01,Pasakha,53559.11,53.56
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-07-01,Chimakothi,54738.84,54.74
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-07-01,Chubachu,55208.6,55.21
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-07-01,Paro Shaba,55193.32,55.19
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-07-01,Haa,55883.05,55.88
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-07-01,Wangdue Zero Point,55512.87,55.51
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-07-01,Beychu,55736.37,55.74
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-07-01,Samtse Checkpost,53326.35,53.33
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-07-01,Sipsoo,54562.18,54.56
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-07-01,Pagli,53285.26,53.29
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-07-01,Gedu,54327.08,54.33
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-07-01,Mitsina,55423.47,55.42
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-07-01,Khuruthang,55493.17,55.49
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-07-01,Gasa,56677.52,56.68
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-07-01,Dorokha,54183.61,54.18
Western Region,HSD (in KL),Indian Oil Corporation Limited,2020-07-01,Langdru (Khasadrapchu),55056.62,55.06
