Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-04-16,Samdrup Jongkhar,40456.25,40.46
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-04-16,Nganglam,40456.25,40.46
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-04-16,Wamrong,41749.75,41.75
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-04-16,Trashigang,42135.3,42.14
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-04-16,Trashiyangtse,42933.36,42.93
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-04-16,Mongar,43137.54,43.14
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-04-16,Gyelposing,43206.17,43.21
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-04-16,Kanglung,42222.39,42.22
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-04-16,Pemagatshel,41656.33,41.66
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-04-16,Lhuntse,43700.83,43.7
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-04-16,Jomotsangkha,41399.17,41.4
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-04-16,Autsho,43365.49,43.37
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-04-16,Doksum,42402.46,42.4
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-04-16,Bhangtar,41177.68,41.18
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-04-16,Rangjung,42383.33,42.38
