Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-02-16,Phuentsholing,61039.14,61.04
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-02-16,Rinchending,61119.6,61.12
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-02-16,Pasakha,61173.24,61.17
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-02-16,Chimakothi,62419.69,62.42
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-02-16,Lungtenzampa,62885.02,62.89
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-02-16,Paro Town,62875.25,62.88
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-02-16,Haa,63589.57,63.59
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-02-16,Bajo Town,63158.51,63.16
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-02-16,Beychu,63382.01,63.38
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-02-16,Samtse Town,60600.49,60.6
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-02-16,Sipsoo,62183.76,62.18
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-02-16,Gomtu,60657.7,60.66
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-02-16,Gedu,62009.14,62.01
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-02-16,Lobesa,63056.81,63.06
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-02-16,Khuruthang,63137.27,63.14
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-02-16,Gasa,64378.73,64.38
