Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Samdrup Jongkhar Gate,62162.77,62.16
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Nganglam Potonala,62156.31,62.16
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Wamrong,63506.64,63.51
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Trashigang,63850.44,63.85
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Trashiyangtse,64687.39,64.69
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Mongar,64875.94,64.88
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Gyelposing,64913.34,64.91
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Kanglung,63972.53,63.97
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Pemagatshel,63400.61,63.4
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Lhuntse,65426.02,65.43
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Jomotsangkha,62162.77,62.16
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Autsho,65083.49,65.08
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Doksum,64122.98,64.12
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Bhangtar,62770.69,62.77
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Rangjung,64110.31,64.11
