Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-09-16,Samdrup Jongkhar,49371.27,49.37
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-09-16,Nganglam,49371.27,49.37
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-09-16,Wamrong,50620.1,50.62
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-09-16,Trashigang,51042.68,51.04
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-09-16,Trashiyangtse,51806.26,51.81
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-09-16,Mongar,52024.28,52.02
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-09-16,Gyelposing,52120.6,52.12
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-09-16,Kanglung,51098.74,51.1
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-09-16,Pemagatshel,50537.88,50.54
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-09-16,Lhuntse,52599.3,52.6
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-09-16,Jomotsangkha,48031.75,48.03
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-09-16,Autsho,52270.32,52.27
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-09-16,Doksum,51305.06,51.31
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-09-16,Bhangtar,49979.19,49.98
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-09-16,Rangjung,51280.2,51.28
