Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-12-01,Samdrup Jongkhar Gate,51594.68,51.59
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-12-01,Nganglam Potonala,51588.18,51.59
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-12-01,Wamrong,52860.03,52.86
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-12-01,Trashigang,53268.92,53.27
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-12-01,Trashiyangtse,54045.25,54.05
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-12-01,Mongar,54258.15,54.26
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-12-01,Gyelposing,54344.23,54.34
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-12-01,Kanglung,53336.45,53.34
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-12-01,Pemagatshel,52773.67,52.77
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-12-01,Lhuntse,54828.83,54.83
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-12-01,Jomotsangkha,51594.68,51.59
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-12-01,Autsho,54497.5,54.5
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-12-01,Doksum,53533.07,53.53
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-12-01,Bhangtar,52202.6,52.2
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-12-01,Rangjung,53510.32,53.51
