Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Phuentsholing,51236.21,51.24
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Rinchending,51307.31,51.31
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Pasakha,51370.31,51.37
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Chimakothi,52699.12,52.7
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Lungtenzampa,53001.93,53
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Paro Town,53156,53.16
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Haa,53900.69,53.9
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Bajo Town,53394.48,53.39
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Beychu,53617.98,53.62
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Samtse Town,51137.43,51.14
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Sipsoo,52390.04,52.39
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Gomtu,51096.27,51.1
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Gedu,52290.06,52.29
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Lobesa,53290.87,53.29
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Khuruthang,53371.33,53.37
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-06-16,Gasa,54683.29,54.68
