Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-08-01,Phuentsholing,54974.08,54.97
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-08-01,Rinchending,55054.54,55.05
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-08-01,Pasakha,55108.18,55.11
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-08-01,Chimakothi,56482.73,56.48
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-08-01,Chubachu,56939.55,56.94
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-08-01,Paro Shaba,56940.35,56.94
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-08-01,Haa,57701.9,57.7
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-08-01,Wangdue Zero Point,57153.96,57.15
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-08-01,Beychu,57377.46,57.38
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-08-01,Samtse Checkpost,54875.21,54.88
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-08-01,Sipsoo,56133.02,56.13
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-08-01,Pagli,54833.99,54.83
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-08-01,Gedu,56074.5,56.07
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-08-01,Mitsina,57064.56,57.06
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-08-01,Khuruthang,57129.74,57.13
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-08-01,Gasa,58480.86,58.48
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-08-01,Dorokha,55825.88,55.83
Western Region,MS (in KL),Indian Oil Corporation Limited,2020-08-01,Langdru (Khasadrapchu),56787.57,56.79
